"Time (CET/CEST)","BZN|CH > BZN|FR Day Ahead [MW]","BZN|CH > BZN|FR Total [MW]","BZN|FR > BZN|CH Day Ahead [MW]","BZN|FR > BZN|CH Total [MW]"
"30.07.2016 01:00 - 30.07.2016 02:00","n/e","639","n/e","391"
"30.07.2016 02:00 - 30.07.2016 03:00","n/e","552","n/e","318"
"30.07.2016 03:00 - 30.07.2016 04:00","n/e","529","n/e","1260"
"30.07.2016 04:00 - 30.07.2016 05:00","n/e","426","n/e","1095"
"30.07.2016 05:00 - 30.07.2016 06:00","n/e","442","n/e","1000"
"30.07.2016 06:00 - 30.07.2016 07:00","n/e","434","n/e","1003"
"30.07.2016 07:00 - 30.07.2016 08:00","n/e","535","n/e","447"
"30.07.2016 08:00 - 30.07.2016 09:00","n/e","926","n/e","227"
"30.07.2016 09:00 - 30.07.2016 10:00","n/e","1036","n/e","163"
"30.07.2016 10:00 - 30.07.2016 11:00","n/e","1018","n/e","51"
"30.07.2016 11:00 - 30.07.2016 12:00","n/e","1038","n/e","180"
"30.07.2016 12:00 - 30.07.2016 13:00","n/e","1220","n/e","288"
"30.07.2016 13:00 - 30.07.2016 14:00","n/e","1180","n/e","519"
"30.07.2016 14:00 - 30.07.2016 15:00","n/e","992","n/e","248"
"30.07.2016 15:00 - 30.07.2016 16:00","n/e","886","n/e","726"
"30.07.2016 16:00 - 30.07.2016 17:00","n/e","1017","n/e","866"
"30.07.2016 17:00 - 30.07.2016 18:00","n/e","823","n/e","778"
"30.07.2016 18:00 - 30.07.2016 19:00","n/e","781","n/e","84"
"30.07.2016 19:00 - 30.07.2016 20:00","n/e","934","n/e","66"
"30.07.2016 20:00 - 30.07.2016 21:00","n/e","1086","n/e","121"
"30.07.2016 21:00 - 30.07.2016 22:00","n/e","1000","n/e","112"
"30.07.2016 22:00 - 30.07.2016 23:00","n/e","1169","n/e","69"
"30.07.2016 23:00 - 31.07.2016 00:00","n/e","1130","n/e","30"
"31.07.2016 00:00 - 31.07.2016 01:00","n/e","911","n/e","661"
"31.07.2016 01:00 - 31.07.2016 02:00","n/e","622","n/e","617"
"31.07.2016 02:00 - 31.07.2016 03:00","n/e","137","n/e","807"
"31.07.2016 03:00 - 31.07.2016 04:00","n/e","198","n/e","1219"
"31.07.2016 04:00 - 31.07.2016 05:00","n/e","290","n/e","1517"
"31.07.2016 05:00 - 31.07.2016 06:00","n/e","309","n/e","1418"
"31.07.2016 06:00 - 31.07.2016 07:00","n/e","320","n/e","1351"
"31.07.2016 07:00 - 31.07.2016 08:00","n/e","316","n/e","1435"
"31.07.2016 08:00 - 31.07.2016 09:00","n/e","175","n/e","1162"
"31.07.2016 09:00 - 31.07.2016 10:00","n/e","688","n/e","913"
"31.07.2016 10:00 - 31.07.2016 11:00","n/e","799","n/e","622"
"31.07.2016 11:00 - 31.07.2016 12:00","n/e","905","n/e","704"
"31.07.2016 12:00 - 31.07.2016 13:00","n/e","1059","n/e","439"
"31.07.2016 13:00 - 31.07.2016 14:00","n/e","795","n/e","1171"
"31.07.2016 14:00 - 31.07.2016 15:00","n/e","749","n/e","1290"
"31.07.2016 15:00 - 31.07.2016 16:00","n/e","608","n/e","1121"
"31.07.2016 16:00 - 31.07.2016 17:00","n/e","555","n/e","1054"
"31.07.2016 17:00 - 31.07.2016 18:00","n/e","291","n/e","1313"
"31.07.2016 18:00 - 31.07.2016 19:00","n/e","248","n/e","1066"
"31.07.2016 19:00 - 31.07.2016 20:00","n/e","426","n/e","373"
"31.07.2016 20:00 - 31.07.2016 21:00","n/e","713","n/e","229"
"31.07.2016 21:00 - 31.07.2016 22:00","n/e","979","n/e","162"
"31.07.2016 22:00 - 31.07.2016 23:00","n/e","1195","n/e","95"
"31.07.2016 23:00 - 01.08.2016 00:00","n/e","1196","n/e","96"
"01.08.2016 00:00 - 01.08.2016 01:00","n/e","681","n/e","980"
"01.08.2016 01:00 - 01.08.2016 02:00","n/e","394","n/e","936"
"01.08.2016 02:00 - 01.08.2016 03:00","n/e","110","n/e","1484"
"01.08.2016 03:00 - 01.08.2016 04:00","n/e","141","n/e","1443"
"01.08.2016 04:00 - 01.08.2016 05:00","n/e","170","n/e","1465"
"01.08.2016 05:00 - 01.08.2016 06:00","n/e","187","n/e","1507"
"01.08.2016 06:00 - 01.08.2016 07:00","n/e","654","n/e","853"
"01.08.2016 07:00 - 01.08.2016 08:00","n/e","703","n/e","555"
"01.08.2016 08:00 - 01.08.2016 09:00","n/e","955","n/e","54"
"01.08.2016 09:00 - 01.08.2016 10:00","n/e","1060","n/e","281"
"01.08.2016 10:00 - 01.08.2016 11:00","n/e","1411","n/e","478"
"01.08.2016 11:00 - 01.08.2016 12:00","n/e","1733","n/e","830"
"01.08.2016 12:00 - 01.08.2016 13:00","n/e","1785","n/e","1141"
"01.08.2016 13:00 - 01.08.2016 14:00","n/e","2011","n/e","1410"
"01.08.2016 14:00 - 01.08.2016 15:00","n/e","2028","n/e","1453"
"01.08.2016 15:00 - 01.08.2016 16:00","n/e","2173","n/e","1200"
"01.08.2016 16:00 - 01.08.2016 17:00","n/e","2208","n/e","1476"
"01.08.2016 17:00 - 01.08.2016 18:00","n/e","1912","n/e","1017"
"01.08.2016 18:00 - 01.08.2016 19:00","n/e","1612","n/e","660"
"01.08.2016 19:00 - 01.08.2016 20:00","n/e","1450","n/e","350"
"01.08.2016 20:00 - 01.08.2016 21:00","n/e","999","n/e","755"
"01.08.2016 21:00 - 01.08.2016 22:00","n/e","879","n/e","782"
"01.08.2016 22:00 - 01.08.2016 23:00","n/e","1142","n/e","42"
"01.08.2016 23:00 - 02.08.2016 00:00","n/e","1722","n/e","961"
"02.08.2016 00:00 - 02.08.2016 01:00","n/e","69","n/e","1614"
"02.08.2016 01:00 - 02.08.2016 02:00","n/e","4","n/e","1749"
"02.08.2016 02:00 - 02.08.2016 03:00","n/e","7","n/e","1687"
"02.08.2016 03:00 - 02.08.2016 04:00","n/e","5","n/e","2142"
"02.08.2016 04:00 - 02.08.2016 05:00","n/e","18","n/e","2197"
"02.08.2016 05:00 - 02.08.2016 06:00","n/e","54","n/e","2093"
"02.08.2016 06:00 - 02.08.2016 07:00","n/e","46","n/e","1998"
"02.08.2016 07:00 - 02.08.2016 08:00","n/e","530","n/e","2033"
"02.08.2016 08:00 - 02.08.2016 09:00","n/e","599","n/e","2055"
"02.08.2016 09:00 - 02.08.2016 10:00","n/e","620","n/e","1958"
"02.08.2016 10:00 - 02.08.2016 11:00","n/e","630","n/e","1759"
"02.08.2016 11:00 - 02.08.2016 12:00","n/e","580","n/e","1531"
"02.08.2016 12:00 - 02.08.2016 13:00","n/e","502","n/e","1734"
"02.08.2016 13:00 - 02.08.2016 14:00","n/e","549","n/e","1937"
"02.08.2016 14:00 - 02.08.2016 15:00","n/e","332","n/e","2186"
"02.08.2016 15:00 - 02.08.2016 16:00","n/e","327","n/e","2096"
"02.08.2016 16:00 - 02.08.2016 17:00","n/e","271","n/e","1975"
"02.08.2016 17:00 - 02.08.2016 18:00","n/e","270","n/e","2258"
"02.08.2016 18:00 - 02.08.2016 19:00","n/e","343","n/e","2331"
"02.08.2016 19:00 - 02.08.2016 20:00","n/e","575","n/e","2615"
"02.08.2016 20:00 - 02.08.2016 21:00","n/e","557","n/e","2041"
"02.08.2016 21:00 - 02.08.2016 22:00","n/e","526","n/e","1973"
"02.08.2016 22:00 - 02.08.2016 23:00","n/e","824","n/e","1390"
"02.08.2016 23:00 - 03.08.2016 00:00","n/e","1374","n/e","1554"
"03.08.2016 00:00 - 03.08.2016 01:00","n/e","677","n/e","1393"
"03.08.2016 01:00 - 03.08.2016 02:00","n/e","433","n/e","1678"
"03.08.2016 02:00 - 03.08.2016 03:00","n/e","141","n/e","1825"
"03.08.2016 03:00 - 03.08.2016 04:00","n/e","108","n/e","1768"
"03.08.2016 04:00 - 03.08.2016 05:00","n/e","216","n/e","1871"
"03.08.2016 05:00 - 03.08.2016 06:00","n/e","114","n/e","1803"
"03.08.2016 06:00 - 03.08.2016 07:00","n/e","211","n/e","1653"
"03.08.2016 07:00 - 03.08.2016 08:00","n/e","573","n/e","1639"
"03.08.2016 08:00 - 03.08.2016 09:00","n/e","712","n/e","1431"
"03.08.2016 09:00 - 03.08.2016 10:00","n/e","820","n/e","2052"
"03.08.2016 10:00 - 03.08.2016 11:00","n/e","895","n/e","2214"
"03.08.2016 11:00 - 03.08.2016 12:00","n/e","1341","n/e","2318"
"03.08.2016 12:00 - 03.08.2016 13:00","n/e","999","n/e","2235"
"03.08.2016 13:00 - 03.08.2016 14:00","n/e","566","n/e","1842"
"03.08.2016 14:00 - 03.08.2016 15:00","n/e","341","n/e","1873"
"03.08.2016 15:00 - 03.08.2016 16:00","n/e","368","n/e","2129"
"03.08.2016 16:00 - 03.08.2016 17:00","n/e","479","n/e","2108"
"03.08.2016 17:00 - 03.08.2016 18:00","n/e","836","n/e","2163"
"03.08.2016 18:00 - 03.08.2016 19:00","n/e","1135","n/e","1979"
"03.08.2016 19:00 - 03.08.2016 20:00","n/e","1559","n/e","2045"
"03.08.2016 20:00 - 03.08.2016 21:00","n/e","1188","n/e","1981"
"03.08.2016 21:00 - 03.08.2016 22:00","n/e","801","n/e","1855"
"03.08.2016 22:00 - 03.08.2016 23:00","n/e","985","n/e","1391"
"03.08.2016 23:00 - 04.08.2016 00:00","n/e","1558","n/e","1288"
"04.08.2016 00:00 - 04.08.2016 01:00","n/e","304","n/e","1728"
"04.08.2016 01:00 - 04.08.2016 02:00","n/e","304","n/e","1925"
"04.08.2016 02:00 - 04.08.2016 03:00","n/e","292","n/e","2161"
"04.08.2016 03:00 - 04.08.2016 04:00","n/e","100","n/e","2119"
"04.08.2016 04:00 - 04.08.2016 05:00","n/e","208","n/e","2145"
"04.08.2016 05:00 - 04.08.2016 06:00","n/e","139","n/e","1971"
"04.08.2016 06:00 - 04.08.2016 07:00","n/e","147","n/e","1793"
"04.08.2016 07:00 - 04.08.2016 08:00","n/e","215","n/e","1555"
"04.08.2016 08:00 - 04.08.2016 09:00","n/e","836","n/e","1578"
"04.08.2016 09:00 - 04.08.2016 10:00","n/e","1628","n/e","1454"
"04.08.2016 10:00 - 04.08.2016 11:00","n/e","1598","n/e","1515"
"04.08.2016 11:00 - 04.08.2016 12:00","n/e","1847","n/e","1297"
"04.08.2016 12:00 - 04.08.2016 13:00","n/e","1850","n/e","1352"
"04.08.2016 13:00 - 04.08.2016 14:00","n/e","2035","n/e","1572"
"04.08.2016 14:00 - 04.08.2016 15:00","n/e","2157","n/e","1657"
"04.08.2016 15:00 - 04.08.2016 16:00","n/e","1772","n/e","1788"
"04.08.2016 16:00 - 04.08.2016 17:00","n/e","1590","n/e","1366"
"04.08.2016 17:00 - 04.08.2016 18:00","n/e","1759","n/e","1306"
"04.08.2016 18:00 - 04.08.2016 19:00","n/e","2323","n/e","1248"
"04.08.2016 19:00 - 04.08.2016 20:00","n/e","2005","n/e","1246"
"04.08.2016 20:00 - 04.08.2016 21:00","n/e","1112","n/e","1638"
"04.08.2016 21:00 - 04.08.2016 22:00","n/e","1567","n/e","1595"
"04.08.2016 22:00 - 04.08.2016 23:00","n/e","2733","n/e","1658"
"04.08.2016 23:00 - 05.08.2016 00:00","n/e","2130","n/e","1805"
"05.08.2016 00:00 - 05.08.2016 01:00","n/e","336","n/e","1748"
"05.08.2016 01:00 - 05.08.2016 02:00","n/e","236","n/e","2090"
"05.08.2016 02:00 - 05.08.2016 03:00","n/e","103","n/e","2049"
"05.08.2016 03:00 - 05.08.2016 04:00","n/e","26","n/e","2175"
"05.08.2016 04:00 - 05.08.2016 05:00","n/e","102","n/e","2317"
"05.08.2016 05:00 - 05.08.2016 06:00","n/e","162","n/e","2244"
"05.08.2016 06:00 - 05.08.2016 07:00","n/e","154","n/e","1775"
"05.08.2016 07:00 - 05.08.2016 08:00","n/e","338","n/e","1830"
"05.08.2016 08:00 - 05.08.2016 09:00","n/e","383","n/e","1389"
"05.08.2016 09:00 - 05.08.2016 10:00","n/e","490","n/e","1389"
"05.08.2016 10:00 - 05.08.2016 11:00","n/e","660","n/e","1418"
"05.08.2016 11:00 - 05.08.2016 12:00","n/e","859","n/e","1399"
"05.08.2016 12:00 - 05.08.2016 13:00","n/e","1011","n/e","1842"
"05.08.2016 13:00 - 05.08.2016 14:00","n/e","703","n/e","1861"
"05.08.2016 14:00 - 05.08.2016 15:00","n/e","570","n/e","1726"
"05.08.2016 15:00 - 05.08.2016 16:00","n/e","257","n/e","1734"
"05.08.2016 16:00 - 05.08.2016 17:00","n/e","277","n/e","1719"
"05.08.2016 17:00 - 05.08.2016 18:00","n/e","367","n/e","1672"
"05.08.2016 18:00 - 05.08.2016 19:00","n/e","536","n/e","1853"
"05.08.2016 19:00 - 05.08.2016 20:00","n/e","368","n/e","1679"
"05.08.2016 20:00 - 05.08.2016 21:00","n/e","294","n/e","1482"
"05.08.2016 21:00 - 05.08.2016 22:00","n/e","261","n/e","1491"
"05.08.2016 22:00 - 05.08.2016 23:00","n/e","863","n/e","1340"
"05.08.2016 23:00 - 06.08.2016 00:00","n/e","1521","n/e","1803"
"06.08.2016 00:00 - 06.08.2016 01:00","n/e","955","n/e","1038"
"06.08.2016 01:00 - 06.08.2016 02:00","n/e","940","n/e","1528"
"06.08.2016 02:00 - 06.08.2016 03:00","n/e","630","n/e","1801"
"06.08.2016 03:00 - 06.08.2016 04:00","n/e","519","n/e","1814"
"06.08.2016 04:00 - 06.08.2016 05:00","n/e","616","n/e","1607"
"06.08.2016 05:00 - 06.08.2016 06:00","n/e","623","n/e","1641"
"06.08.2016 06:00 - 06.08.2016 07:00","n/e","729","n/e","1461"
"06.08.2016 07:00 - 06.08.2016 08:00","n/e","807","n/e","1355"
"06.08.2016 08:00 - 06.08.2016 09:00","n/e","872","n/e","1106"
"06.08.2016 09:00 - 06.08.2016 10:00","n/e","1150","n/e","765"
"06.08.2016 10:00 - 06.08.2016 11:00","n/e","1578","n/e","785"
"06.08.2016 11:00 - 06.08.2016 12:00","n/e","1848","n/e","764"
"06.08.2016 12:00 - 06.08.2016 13:00","n/e","1477","n/e","377"
"06.08.2016 13:00 - 06.08.2016 14:00","n/e","1411","n/e","311"
"06.08.2016 14:00 - 06.08.2016 15:00","n/e","1509","n/e","559"
"06.08.2016 15:00 - 06.08.2016 16:00","n/e","1519","n/e","529"
"06.08.2016 16:00 - 06.08.2016 17:00","n/e","1760","n/e","690"
"06.08.2016 17:00 - 06.08.2016 18:00","n/e","1665","n/e","1004"
"06.08.2016 18:00 - 06.08.2016 19:00","n/e","1967","n/e","1067"
"06.08.2016 19:00 - 06.08.2016 20:00","n/e","1522","n/e","759"
"06.08.2016 20:00 - 06.08.2016 21:00","n/e","2089","n/e","1006"
"06.08.2016 21:00 - 06.08.2016 22:00","n/e","2024","n/e","924"
"06.08.2016 22:00 - 06.08.2016 23:00","n/e","1888","n/e","788"
"06.08.2016 23:00 - 07.08.2016 00:00","n/e","1983","n/e","883"
"07.08.2016 00:00 - 07.08.2016 01:00","n/e","863","n/e","309"
"07.08.2016 01:00 - 07.08.2016 02:00","n/e","719","n/e","270"
"07.08.2016 02:00 - 07.08.2016 03:00","n/e","533","n/e","328"
"07.08.2016 03:00 - 07.08.2016 04:00","n/e","481","n/e","798"
"07.08.2016 04:00 - 07.08.2016 05:00","n/e","553","n/e","758"
"07.08.2016 05:00 - 07.08.2016 06:00","n/e","611","n/e","498"
"07.08.2016 06:00 - 07.08.2016 07:00","n/e","633","n/e","471"
"07.08.2016 07:00 - 07.08.2016 08:00","n/e","573","n/e","396"
"07.08.2016 08:00 - 07.08.2016 09:00","n/e","716","n/e","226"
"07.08.2016 09:00 - 07.08.2016 10:00","n/e","1137","n/e","334"
"07.08.2016 10:00 - 07.08.2016 11:00","n/e","1205","n/e","165"
"07.08.2016 11:00 - 07.08.2016 12:00","n/e","1180","n/e","80"
"07.08.2016 12:00 - 07.08.2016 13:00","n/e","1203","n/e","103"
"07.08.2016 13:00 - 07.08.2016 14:00","n/e","1190","n/e","90"
"07.08.2016 14:00 - 07.08.2016 15:00","n/e","1100","n/e","0"
"07.08.2016 15:00 - 07.08.2016 16:00","n/e","1175","n/e","75"
"07.08.2016 16:00 - 07.08.2016 17:00","n/e","1179","n/e","79"
"07.08.2016 17:00 - 07.08.2016 18:00","n/e","1016","n/e","692"
"07.08.2016 18:00 - 07.08.2016 19:00","n/e","586","n/e","626"
"07.08.2016 19:00 - 07.08.2016 20:00","n/e","538","n/e","644"
"07.08.2016 20:00 - 07.08.2016 21:00","n/e","713","n/e","303"
"07.08.2016 21:00 - 07.08.2016 22:00","n/e","748","n/e","193"
"07.08.2016 22:00 - 07.08.2016 23:00","n/e","1339","n/e","239"
"07.08.2016 23:00 - 08.08.2016 00:00","n/e","1309","n/e","209"
"08.08.2016 00:00 - 08.08.2016 01:00","n/e","803","n/e","553"
"08.08.2016 01:00 - 08.08.2016 02:00","n/e","717","n/e","537"
"08.08.2016 02:00 - 08.08.2016 03:00","n/e","1020","n/e","913"
"08.08.2016 03:00 - 08.08.2016 04:00","n/e","996","n/e","1059"
"08.08.2016 04:00 - 08.08.2016 05:00","n/e","1012","n/e","1134"
"08.08.2016 05:00 - 08.08.2016 06:00","n/e","1147","n/e","1165"
"08.08.2016 06:00 - 08.08.2016 07:00","n/e","1051","n/e","877"
"08.08.2016 07:00 - 08.08.2016 08:00","n/e","1015","n/e","653"
"08.08.2016 08:00 - 08.08.2016 09:00","n/e","1350","n/e","818"
"08.08.2016 09:00 - 08.08.2016 10:00","n/e","1596","n/e","621"
"08.08.2016 10:00 - 08.08.2016 11:00","n/e","1328","n/e","643"
"08.08.2016 11:00 - 08.08.2016 12:00","n/e","1022","n/e","989"
"08.08.2016 12:00 - 08.08.2016 13:00","n/e","1091","n/e","1006"
"08.08.2016 13:00 - 08.08.2016 14:00","n/e","820","n/e","1422"
"08.08.2016 14:00 - 08.08.2016 15:00","n/e","825","n/e","1518"
"08.08.2016 15:00 - 08.08.2016 16:00","n/e","853","n/e","1819"
"08.08.2016 16:00 - 08.08.2016 17:00","n/e","1140","n/e","1936"
"08.08.2016 17:00 - 08.08.2016 18:00","n/e","624","n/e","1904"
"08.08.2016 18:00 - 08.08.2016 19:00","n/e","710","n/e","1297"
"08.08.2016 19:00 - 08.08.2016 20:00","n/e","1109","n/e","449"
"08.08.2016 20:00 - 08.08.2016 21:00","n/e","784","n/e","326"
"08.08.2016 21:00 - 08.08.2016 22:00","n/e","900","n/e","443"
"08.08.2016 22:00 - 08.08.2016 23:00","n/e","1032","n/e","417"
"08.08.2016 23:00 - 09.08.2016 00:00","n/e","853","n/e","577"
"09.08.2016 00:00 - 09.08.2016 01:00","n/e","523","n/e","1681"
"09.08.2016 01:00 - 09.08.2016 02:00","n/e","503","n/e","1932"
"09.08.2016 02:00 - 09.08.2016 03:00","n/e","228","n/e","2178"
"09.08.2016 03:00 - 09.08.2016 04:00","n/e","148","n/e","2690"
"09.08.2016 04:00 - 09.08.2016 05:00","n/e","198","n/e","2692"
"09.08.2016 05:00 - 09.08.2016 06:00","n/e","379","n/e","2296"
"09.08.2016 06:00 - 09.08.2016 07:00","n/e","407","n/e","2441"
"09.08.2016 07:00 - 09.08.2016 08:00","n/e","743","n/e","1604"
"09.08.2016 08:00 - 09.08.2016 09:00","n/e","453","n/e","814"
"09.08.2016 09:00 - 09.08.2016 10:00","n/e","490","n/e","630"
"09.08.2016 10:00 - 09.08.2016 11:00","n/e","722","n/e","806"
"09.08.2016 11:00 - 09.08.2016 12:00","n/e","735","n/e","792"
"09.08.2016 12:00 - 09.08.2016 13:00","n/e","679","n/e","1599"
"09.08.2016 13:00 - 09.08.2016 14:00","n/e","723","n/e","1759"
"09.08.2016 14:00 - 09.08.2016 15:00","n/e","583","n/e","1293"
"09.08.2016 15:00 - 09.08.2016 16:00","n/e","574","n/e","1285"
"09.08.2016 16:00 - 09.08.2016 17:00","n/e","358","n/e","1409"
"09.08.2016 17:00 - 09.08.2016 18:00","n/e","363","n/e","1853"
"09.08.2016 18:00 - 09.08.2016 19:00","n/e","138","n/e","1549"
"09.08.2016 19:00 - 09.08.2016 20:00","n/e","214","n/e","1034"
"09.08.2016 20:00 - 09.08.2016 21:00","n/e","217","n/e","1633"
"09.08.2016 21:00 - 09.08.2016 22:00","n/e","335","n/e","1380"
"09.08.2016 22:00 - 09.08.2016 23:00","n/e","456","n/e","670"
"09.08.2016 23:00 - 10.08.2016 00:00","n/e","706","n/e","534"
"10.08.2016 00:00 - 10.08.2016 01:00","n/e","321","n/e","1827"
"10.08.2016 01:00 - 10.08.2016 02:00","n/e","229","n/e","1895"
"10.08.2016 02:00 - 10.08.2016 03:00","n/e","200","n/e","1945"
"10.08.2016 03:00 - 10.08.2016 04:00","n/e","166","n/e","2404"
"10.08.2016 04:00 - 10.08.2016 05:00","n/e","176","n/e","2439"
"10.08.2016 05:00 - 10.08.2016 06:00","n/e","285","n/e","2252"
"10.08.2016 06:00 - 10.08.2016 07:00","n/e","183","n/e","2725"
"10.08.2016 07:00 - 10.08.2016 08:00","n/e","273","n/e","2568"
"10.08.2016 08:00 - 10.08.2016 09:00","n/e","596","n/e","2438"
"10.08.2016 09:00 - 10.08.2016 10:00","n/e","609","n/e","2132"
"10.08.2016 10:00 - 10.08.2016 11:00","n/e","513","n/e","2094"
"10.08.2016 11:00 - 10.08.2016 12:00","n/e","718","n/e","2098"
"10.08.2016 12:00 - 10.08.2016 13:00","n/e","887","n/e","2042"
"10.08.2016 13:00 - 10.08.2016 14:00","n/e","808","n/e","1940"
"10.08.2016 14:00 - 10.08.2016 15:00","n/e","664","n/e","1930"
"10.08.2016 15:00 - 10.08.2016 16:00","n/e","467","n/e","2154"
"10.08.2016 16:00 - 10.08.2016 17:00","n/e","336","n/e","2131"
"10.08.2016 17:00 - 10.08.2016 18:00","n/e","463","n/e","2498"
"10.08.2016 18:00 - 10.08.2016 19:00","n/e","480","n/e","2278"
"10.08.2016 19:00 - 10.08.2016 20:00","n/e","503","n/e","1794"
"10.08.2016 20:00 - 10.08.2016 21:00","n/e","563","n/e","2631"
"10.08.2016 21:00 - 10.08.2016 22:00","n/e","629","n/e","2105"
"10.08.2016 22:00 - 10.08.2016 23:00","n/e","688","n/e","1922"
"10.08.2016 23:00 - 11.08.2016 00:00","n/e","503","n/e","1890"
"11.08.2016 00:00 - 11.08.2016 01:00","n/e","471","n/e","1877"
"11.08.2016 01:00 - 11.08.2016 02:00","n/e","288","n/e","1894"
"11.08.2016 02:00 - 11.08.2016 03:00","n/e","245","n/e","2056"
"11.08.2016 03:00 - 11.08.2016 04:00","n/e","135","n/e","2555"
"11.08.2016 04:00 - 11.08.2016 05:00","n/e","323","n/e","2597"
"11.08.2016 05:00 - 11.08.2016 06:00","n/e","566","n/e","2527"
"11.08.2016 06:00 - 11.08.2016 07:00","n/e","52","n/e","2594"
"11.08.2016 07:00 - 11.08.2016 08:00","n/e","94","n/e","2636"
"11.08.2016 08:00 - 11.08.2016 09:00","n/e","171","n/e","2399"
"11.08.2016 09:00 - 11.08.2016 10:00","n/e","448","n/e","1320"
"11.08.2016 10:00 - 11.08.2016 11:00","n/e","545","n/e","1114"
"11.08.2016 11:00 - 11.08.2016 12:00","n/e","517","n/e","1099"
"11.08.2016 12:00 - 11.08.2016 13:00","n/e","574","n/e","1042"
"11.08.2016 13:00 - 11.08.2016 14:00","n/e","757","n/e","1654"
"11.08.2016 14:00 - 11.08.2016 15:00","n/e","847","n/e","1749"
"11.08.2016 15:00 - 11.08.2016 16:00","n/e","359","n/e","2069"
"11.08.2016 16:00 - 11.08.2016 17:00","n/e","338","n/e","2121"
"11.08.2016 17:00 - 11.08.2016 18:00","n/e","858","n/e","2299"
"11.08.2016 18:00 - 11.08.2016 19:00","n/e","713","n/e","2088"
"11.08.2016 19:00 - 11.08.2016 20:00","n/e","759","n/e","2289"
"11.08.2016 20:00 - 11.08.2016 21:00","n/e","831","n/e","2639"
"11.08.2016 21:00 - 11.08.2016 22:00","n/e","916","n/e","2063"
"11.08.2016 22:00 - 11.08.2016 23:00","n/e","934","n/e","2247"
"11.08.2016 23:00 - 12.08.2016 00:00","n/e","439","n/e","1809"
"12.08.2016 00:00 - 12.08.2016 01:00","n/e","213","n/e","2004"
"12.08.2016 01:00 - 12.08.2016 02:00","n/e","183","n/e","1968"
"12.08.2016 02:00 - 12.08.2016 03:00","n/e","211","n/e","2143"
"12.08.2016 03:00 - 12.08.2016 04:00","n/e","48","n/e","2192"
"12.08.2016 04:00 - 12.08.2016 05:00","n/e","4","n/e","2192"
"12.08.2016 05:00 - 12.08.2016 06:00","n/e","52","n/e","2543"
"12.08.2016 06:00 - 12.08.2016 07:00","n/e","2","n/e","2544"
"12.08.2016 07:00 - 12.08.2016 08:00","n/e","2","n/e","2544"
"12.08.2016 08:00 - 12.08.2016 09:00","n/e","2","n/e","2544"
"12.08.2016 09:00 - 12.08.2016 10:00","n/e","97","n/e","2629"
"12.08.2016 10:00 - 12.08.2016 11:00","n/e","437","n/e","2754"
"12.08.2016 11:00 - 12.08.2016 12:00","n/e","615","n/e","2613"
"12.08.2016 12:00 - 12.08.2016 13:00","n/e","472","n/e","2662"
"12.08.2016 13:00 - 12.08.2016 14:00","n/e","286","n/e","2623"
"12.08.2016 14:00 - 12.08.2016 15:00","n/e","247","n/e","2368"
"12.08.2016 15:00 - 12.08.2016 16:00","n/e","204","n/e","2226"
"12.08.2016 16:00 - 12.08.2016 17:00","n/e","138","n/e","2454"
"12.08.2016 17:00 - 12.08.2016 18:00","n/e","164","n/e","2235"
"12.08.2016 18:00 - 12.08.2016 19:00","n/e","276","n/e","2243"
"12.08.2016 19:00 - 12.08.2016 20:00","n/e","236","n/e","2320"
"12.08.2016 20:00 - 12.08.2016 21:00","n/e","285","n/e","2145"
"12.08.2016 21:00 - 12.08.2016 22:00","n/e","396","n/e","2061"
"12.08.2016 22:00 - 12.08.2016 23:00","n/e","1002","n/e","1904"
"12.08.2016 23:00 - 13.08.2016 00:00","n/e","1929","n/e","2037"
"13.08.2016 00:00 - 13.08.2016 01:00","n/e","1127","n/e","976"
"13.08.2016 01:00 - 13.08.2016 02:00","n/e","779","n/e","1143"
"13.08.2016 02:00 - 13.08.2016 03:00","n/e","741","n/e","1171"
"13.08.2016 03:00 - 13.08.2016 04:00","n/e","516","n/e","1073"
"13.08.2016 04:00 - 13.08.2016 05:00","n/e","478","n/e","999"
"13.08.2016 05:00 - 13.08.2016 06:00","n/e","497","n/e","920"
"13.08.2016 06:00 - 13.08.2016 07:00","n/e","452","n/e","1437"
"13.08.2016 07:00 - 13.08.2016 08:00","n/e","485","n/e","1515"
"13.08.2016 08:00 - 13.08.2016 09:00","n/e","704","n/e","990"
"13.08.2016 09:00 - 13.08.2016 10:00","n/e","1198","n/e","963"
"13.08.2016 10:00 - 13.08.2016 11:00","n/e","991","n/e","95"
"13.08.2016 11:00 - 13.08.2016 12:00","n/e","967","n/e","145"
"13.08.2016 12:00 - 13.08.2016 13:00","n/e","1128","n/e","837"
"13.08.2016 13:00 - 13.08.2016 14:00","n/e","1013","n/e","855"
"13.08.2016 14:00 - 13.08.2016 15:00","n/e","1120","n/e","993"
"13.08.2016 15:00 - 13.08.2016 16:00","n/e","1200","n/e","854"
"13.08.2016 16:00 - 13.08.2016 17:00","n/e","878","n/e","481"
"13.08.2016 17:00 - 13.08.2016 18:00","n/e","790","n/e","1146"
"13.08.2016 18:00 - 13.08.2016 19:00","n/e","1392","n/e","472"
"13.08.2016 19:00 - 13.08.2016 20:00","n/e","939","n/e","119"
"13.08.2016 20:00 - 13.08.2016 21:00","n/e","1042","n/e","869"
