"Time (CET/CEST)","BZN|CH > BZN|FR Day Ahead [MW]","BZN|CH > BZN|FR Total [MW]","BZN|FR > BZN|CH Day Ahead [MW]","BZN|FR > BZN|CH Total [MW]"
"15.07.2016 05:00 - 15.07.2016 06:00","n/e","652","n/e","940"
"15.07.2016 06:00 - 15.07.2016 07:00","n/e","840","n/e","1358"
"15.07.2016 07:00 - 15.07.2016 08:00","n/e","1051","n/e","1243"
"15.07.2016 08:00 - 15.07.2016 09:00","n/e","1239","n/e","139"
"15.07.2016 09:00 - 15.07.2016 10:00","n/e","1151","n/e","51"
"15.07.2016 10:00 - 15.07.2016 11:00","n/e","1160","n/e","75"
"15.07.2016 11:00 - 15.07.2016 12:00","n/e","1102","n/e","2"
"15.07.2016 12:00 - 15.07.2016 13:00","n/e","1100","n/e","1"
"15.07.2016 13:00 - 15.07.2016 14:00","n/e","1403","n/e","429"
"15.07.2016 14:00 - 15.07.2016 15:00","n/e","1706","n/e","937"
"15.07.2016 15:00 - 15.07.2016 16:00","n/e","1496","n/e","895"
"15.07.2016 16:00 - 15.07.2016 17:00","n/e","1758","n/e","899"
"15.07.2016 17:00 - 15.07.2016 18:00","n/e","1320","n/e","220"
"15.07.2016 18:00 - 15.07.2016 19:00","n/e","1235","n/e","261"
"15.07.2016 19:00 - 15.07.2016 20:00","n/e","1294","n/e","195"
"15.07.2016 20:00 - 15.07.2016 21:00","n/e","1279","n/e","179"
"15.07.2016 21:00 - 15.07.2016 22:00","n/e","1388","n/e","888"
"15.07.2016 22:00 - 15.07.2016 23:00","n/e","1149","n/e","55"
"15.07.2016 23:00 - 16.07.2016 00:00","n/e","1250","n/e","235"
"16.07.2016 00:00 - 16.07.2016 01:00","n/e","771","n/e","20"
"16.07.2016 01:00 - 16.07.2016 02:00","n/e","688","n/e","10"
"16.07.2016 02:00 - 16.07.2016 03:00","n/e","659","n/e","308"
"16.07.2016 03:00 - 16.07.2016 04:00","n/e","99","n/e","648"
"16.07.2016 04:00 - 16.07.2016 05:00","n/e","264","n/e","556"
"16.07.2016 05:00 - 16.07.2016 06:00","n/e","195","n/e","517"
"16.07.2016 06:00 - 16.07.2016 07:00","n/e","457","n/e","1163"
"16.07.2016 07:00 - 16.07.2016 08:00","n/e","1605","n/e","1109"
"16.07.2016 08:00 - 16.07.2016 09:00","n/e","1165","n/e","65"
"16.07.2016 09:00 - 16.07.2016 10:00","n/e","1100","n/e","0"
"16.07.2016 10:00 - 16.07.2016 11:00","n/e","1100","n/e","0"
"16.07.2016 11:00 - 16.07.2016 12:00","n/e","1100","n/e","0"
"16.07.2016 12:00 - 16.07.2016 13:00","n/e","1100","n/e","0"
"16.07.2016 13:00 - 16.07.2016 14:00","n/e","1245","n/e","145"
"16.07.2016 14:00 - 16.07.2016 15:00","n/e","1336","n/e","419"
"16.07.2016 15:00 - 16.07.2016 16:00","n/e","1300","n/e","465"
"16.07.2016 16:00 - 16.07.2016 17:00","n/e","1396","n/e","296"
"16.07.2016 17:00 - 16.07.2016 18:00","n/e","1471","n/e","399"
"16.07.2016 18:00 - 16.07.2016 19:00","n/e","1597","n/e","497"
"16.07.2016 19:00 - 16.07.2016 20:00","n/e","1668","n/e","568"
"16.07.2016 20:00 - 16.07.2016 21:00","n/e","1574","n/e","587"
"16.07.2016 21:00 - 16.07.2016 22:00","n/e","1343","n/e","720"
"16.07.2016 22:00 - 16.07.2016 23:00","n/e","1170","n/e","70"
"16.07.2016 23:00 - 17.07.2016 00:00","n/e","1100","n/e","0"
"17.07.2016 00:00 - 17.07.2016 01:00","n/e","1340","n/e","240"
"17.07.2016 01:00 - 17.07.2016 02:00","n/e","1532","n/e","498"
"17.07.2016 02:00 - 17.07.2016 03:00","n/e","2005","n/e","1331"
"17.07.2016 03:00 - 17.07.2016 04:00","n/e","2263","n/e","1975"
"17.07.2016 04:00 - 17.07.2016 05:00","n/e","1252","n/e","1397"
"17.07.2016 05:00 - 17.07.2016 06:00","n/e","1433","n/e","1777"
"17.07.2016 06:00 - 17.07.2016 07:00","n/e","1469","n/e","1779"
"17.07.2016 07:00 - 17.07.2016 08:00","n/e","1528","n/e","2009"
"17.07.2016 08:00 - 17.07.2016 09:00","n/e","896","n/e","1998"
"17.07.2016 09:00 - 17.07.2016 10:00","n/e","1049","n/e","1893"
"17.07.2016 10:00 - 17.07.2016 11:00","n/e","1637","n/e","559"
"17.07.2016 11:00 - 17.07.2016 12:00","n/e","1550","n/e","450"
"17.07.2016 12:00 - 17.07.2016 13:00","n/e","1524","n/e","424"
"17.07.2016 13:00 - 17.07.2016 14:00","n/e","1245","n/e","145"
"17.07.2016 14:00 - 17.07.2016 15:00","n/e","1388","n/e","288"
"17.07.2016 15:00 - 17.07.2016 16:00","n/e","1649","n/e","549"
"17.07.2016 16:00 - 17.07.2016 17:00","n/e","1865","n/e","765"
"17.07.2016 17:00 - 17.07.2016 18:00","n/e","1641","n/e","719"
"17.07.2016 18:00 - 17.07.2016 19:00","n/e","1423","n/e","355"
"17.07.2016 19:00 - 17.07.2016 20:00","n/e","1169","n/e","69"
"17.07.2016 20:00 - 17.07.2016 21:00","n/e","1310","n/e","210"
"17.07.2016 21:00 - 17.07.2016 22:00","n/e","1318","n/e","246"
"17.07.2016 22:00 - 17.07.2016 23:00","n/e","1135","n/e","35"
"17.07.2016 23:00 - 18.07.2016 00:00","n/e","1100","n/e","0"
"18.07.2016 00:00 - 18.07.2016 01:00","n/e","1120","n/e","20"
"18.07.2016 01:00 - 18.07.2016 02:00","n/e","1120","n/e","20"
"18.07.2016 02:00 - 18.07.2016 03:00","n/e","726","n/e","202"
"18.07.2016 03:00 - 18.07.2016 04:00","n/e","548","n/e","291"
"18.07.2016 04:00 - 18.07.2016 05:00","n/e","496","n/e","223"
"18.07.2016 05:00 - 18.07.2016 06:00","n/e","491","n/e","418"
"18.07.2016 06:00 - 18.07.2016 07:00","n/e","545","n/e","289"
"18.07.2016 07:00 - 18.07.2016 08:00","n/e","669","n/e","299"
"18.07.2016 08:00 - 18.07.2016 09:00","n/e","1347","n/e","247"
"18.07.2016 09:00 - 18.07.2016 10:00","n/e","1100","n/e","0"
"18.07.2016 10:00 - 18.07.2016 11:00","n/e","1100","n/e","0"
"18.07.2016 11:00 - 18.07.2016 12:00","n/e","1100","n/e","0"
"18.07.2016 12:00 - 18.07.2016 13:00","n/e","1100","n/e","0"
"18.07.2016 13:00 - 18.07.2016 14:00","n/e","1100","n/e","0"
"18.07.2016 14:00 - 18.07.2016 15:00","n/e","1100","n/e","0"
"18.07.2016 15:00 - 18.07.2016 16:00","n/e","1100","n/e","0"
"18.07.2016 16:00 - 18.07.2016 17:00","n/e","1100","n/e","0"
"18.07.2016 17:00 - 18.07.2016 18:00","n/e","1100","n/e","0"
"18.07.2016 18:00 - 18.07.2016 19:00","n/e","1100","n/e","0"
"18.07.2016 19:00 - 18.07.2016 20:00","n/e","1125","n/e","25"
"18.07.2016 20:00 - 18.07.2016 21:00","n/e","1125","n/e","25"
"18.07.2016 21:00 - 18.07.2016 22:00","n/e","1150","n/e","50"
"18.07.2016 22:00 - 18.07.2016 23:00","n/e","1100","n/e","0"
"18.07.2016 23:00 - 19.07.2016 00:00","n/e","1100","n/e","0"
"19.07.2016 00:00 - 19.07.2016 01:00","n/e","1266","n/e","166"
"19.07.2016 01:00 - 19.07.2016 02:00","n/e","1122","n/e","340"
"19.07.2016 02:00 - 19.07.2016 03:00","n/e","1022","n/e","374"
"19.07.2016 03:00 - 19.07.2016 04:00","n/e","752","n/e","254"
"19.07.2016 04:00 - 19.07.2016 05:00","n/e","753","n/e","220"
"19.07.2016 05:00 - 19.07.2016 06:00","n/e","813","n/e","209"
"19.07.2016 06:00 - 19.07.2016 07:00","n/e","1063","n/e","131"
"19.07.2016 07:00 - 19.07.2016 08:00","n/e","929","n/e","94"
"19.07.2016 08:00 - 19.07.2016 09:00","n/e","1141","n/e","258"
"19.07.2016 09:00 - 19.07.2016 10:00","n/e","1127","n/e","27"
"19.07.2016 10:00 - 19.07.2016 11:00","n/e","1100","n/e","1"
"19.07.2016 11:00 - 19.07.2016 12:00","n/e","1100","n/e","0"
"19.07.2016 12:00 - 19.07.2016 13:00","n/e","1100","n/e","0"
"19.07.2016 13:00 - 19.07.2016 14:00","n/e","1115","n/e","15"
"19.07.2016 14:00 - 19.07.2016 15:00","n/e","1268","n/e","168"
"19.07.2016 15:00 - 19.07.2016 16:00","n/e","1320","n/e","220"
"19.07.2016 16:00 - 19.07.2016 17:00","n/e","1120","n/e","20"
"19.07.2016 17:00 - 19.07.2016 18:00","n/e","1150","n/e","50"
"19.07.2016 18:00 - 19.07.2016 19:00","n/e","1120","n/e","20"
"19.07.2016 19:00 - 19.07.2016 20:00","n/e","1120","n/e","70"
"19.07.2016 20:00 - 19.07.2016 21:00","n/e","1122","n/e","27"
"19.07.2016 21:00 - 19.07.2016 22:00","n/e","1120","n/e","20"
"19.07.2016 22:00 - 19.07.2016 23:00","n/e","1120","n/e","20"
"19.07.2016 23:00 - 20.07.2016 00:00","n/e","1100","n/e","0"
"20.07.2016 00:00 - 20.07.2016 01:00","n/e","1440","n/e","553"
"20.07.2016 01:00 - 20.07.2016 02:00","n/e","1136","n/e","510"
"20.07.2016 02:00 - 20.07.2016 03:00","n/e","1001","n/e","496"
"20.07.2016 03:00 - 20.07.2016 04:00","n/e","841","n/e","883"
"20.07.2016 04:00 - 20.07.2016 05:00","n/e","845","n/e","931"
"20.07.2016 05:00 - 20.07.2016 06:00","n/e","857","n/e","545"
"20.07.2016 06:00 - 20.07.2016 07:00","n/e","965","n/e","525"
"20.07.2016 07:00 - 20.07.2016 08:00","n/e","1043","n/e","233"
"20.07.2016 08:00 - 20.07.2016 09:00","n/e","1194","n/e","94"
"20.07.2016 09:00 - 20.07.2016 10:00","n/e","1100","n/e","0"
"20.07.2016 10:00 - 20.07.2016 11:00","n/e","1100","n/e","0"
"20.07.2016 11:00 - 20.07.2016 12:00","n/e","1100","n/e","0"
"20.07.2016 12:00 - 20.07.2016 13:00","n/e","1100","n/e","0"
"20.07.2016 13:00 - 20.07.2016 14:00","n/e","1100","n/e","0"
"20.07.2016 14:00 - 20.07.2016 15:00","n/e","1100","n/e","0"
"20.07.2016 15:00 - 20.07.2016 16:00","n/e","1100","n/e","0"
"20.07.2016 16:00 - 20.07.2016 17:00","n/e","1100","n/e","0"
"20.07.2016 17:00 - 20.07.2016 18:00","n/e","1100","n/e","0"
"20.07.2016 18:00 - 20.07.2016 19:00","n/e","1100","n/e","0"
"20.07.2016 19:00 - 20.07.2016 20:00","n/e","1100","n/e","0"
"20.07.2016 20:00 - 20.07.2016 21:00","n/e","1100","n/e","0"
"20.07.2016 21:00 - 20.07.2016 22:00","n/e","1139","n/e","39"
"20.07.2016 22:00 - 20.07.2016 23:00","n/e","1100","n/e","0"
"20.07.2016 23:00 - 21.07.2016 00:00","n/e","1100","n/e","0"
"21.07.2016 00:00 - 21.07.2016 01:00","n/e","1195","n/e","95"
"21.07.2016 01:00 - 21.07.2016 02:00","n/e","1295","n/e","461"
"21.07.2016 02:00 - 21.07.2016 03:00","n/e","982","n/e","491"
"21.07.2016 03:00 - 21.07.2016 04:00","n/e","728","n/e","503"
"21.07.2016 04:00 - 21.07.2016 05:00","n/e","940","n/e","416"
"21.07.2016 05:00 - 21.07.2016 06:00","n/e","842","n/e","320"
"21.07.2016 06:00 - 21.07.2016 07:00","n/e","1049","n/e","145"
"21.07.2016 07:00 - 21.07.2016 08:00","n/e","1200","n/e","100"
"21.07.2016 08:00 - 21.07.2016 09:00","n/e","1110","n/e","88"
"21.07.2016 09:00 - 21.07.2016 10:00","n/e","1100","n/e","11"
"21.07.2016 10:00 - 21.07.2016 11:00","n/e","1100","n/e","0"
"21.07.2016 11:00 - 21.07.2016 12:00","n/e","1100","n/e","8"
"21.07.2016 12:00 - 21.07.2016 13:00","n/e","1100","n/e","0"
"21.07.2016 13:00 - 21.07.2016 14:00","n/e","1100","n/e","13"
"21.07.2016 14:00 - 21.07.2016 15:00","n/e","1100","n/e","33"
"21.07.2016 15:00 - 21.07.2016 16:00","n/e","1100","n/e","0"
"21.07.2016 16:00 - 21.07.2016 17:00","n/e","1100","n/e","0"
"21.07.2016 17:00 - 21.07.2016 18:00","n/e","1100","n/e","0"
"21.07.2016 18:00 - 21.07.2016 19:00","n/e","1100","n/e","0"
"21.07.2016 19:00 - 21.07.2016 20:00","n/e","1100","n/e","0"
"21.07.2016 20:00 - 21.07.2016 21:00","n/e","1100","n/e","0"
"21.07.2016 21:00 - 21.07.2016 22:00","n/e","1100","n/e","71"
"21.07.2016 22:00 - 21.07.2016 23:00","n/e","1100","n/e","2"
"21.07.2016 23:00 - 22.07.2016 00:00","n/e","1100","n/e","0"
"22.07.2016 00:00 - 22.07.2016 01:00","n/e","1228","n/e","128"
"22.07.2016 01:00 - 22.07.2016 02:00","n/e","1233","n/e","739"
"22.07.2016 02:00 - 22.07.2016 03:00","n/e","677","n/e","950"
"22.07.2016 03:00 - 22.07.2016 04:00","n/e","514","n/e","1564"
"22.07.2016 04:00 - 22.07.2016 05:00","n/e","584","n/e","1527"
"22.07.2016 05:00 - 22.07.2016 06:00","n/e","682","n/e","1361"
"22.07.2016 06:00 - 22.07.2016 07:00","n/e","734","n/e","1088"
"22.07.2016 07:00 - 22.07.2016 08:00","n/e","792","n/e","492"
"22.07.2016 08:00 - 22.07.2016 09:00","n/e","1122","n/e","644"
"22.07.2016 09:00 - 22.07.2016 10:00","n/e","1100","n/e","0"
"22.07.2016 10:00 - 22.07.2016 11:00","n/e","1100","n/e","0"
"22.07.2016 11:00 - 22.07.2016 12:00","n/e","1100","n/e","0"
"22.07.2016 12:00 - 22.07.2016 13:00","n/e","1100","n/e","0"
"22.07.2016 13:00 - 22.07.2016 14:00","n/e","1100","n/e","0"
"22.07.2016 14:00 - 22.07.2016 15:00","n/e","1100","n/e","0"
"22.07.2016 15:00 - 22.07.2016 16:00","n/e","1100","n/e","15"
"22.07.2016 16:00 - 22.07.2016 17:00","n/e","1100","n/e","2"
"22.07.2016 17:00 - 22.07.2016 18:00","n/e","1100","n/e","0"
"22.07.2016 18:00 - 22.07.2016 19:00","n/e","1100","n/e","56"
"22.07.2016 19:00 - 22.07.2016 20:00","n/e","1258","n/e","361"
"22.07.2016 20:00 - 22.07.2016 21:00","n/e","971","n/e","993"
"22.07.2016 21:00 - 22.07.2016 22:00","n/e","964","n/e","741"
"22.07.2016 22:00 - 22.07.2016 23:00","n/e","1253","n/e","527"
"22.07.2016 23:00 - 23.07.2016 00:00","n/e","1100","n/e","0"
"23.07.2016 00:00 - 23.07.2016 01:00","n/e","1207","n/e","218"
"23.07.2016 01:00 - 23.07.2016 02:00","n/e","935","n/e","417"
"23.07.2016 02:00 - 23.07.2016 03:00","n/e","990","n/e","510"
"23.07.2016 03:00 - 23.07.2016 04:00","n/e","665","n/e","796"
"23.07.2016 04:00 - 23.07.2016 05:00","n/e","600","n/e","857"
"23.07.2016 05:00 - 23.07.2016 06:00","n/e","495","n/e","870"
"23.07.2016 06:00 - 23.07.2016 07:00","n/e","540","n/e","961"
"23.07.2016 07:00 - 23.07.2016 08:00","n/e","545","n/e","1125"
"23.07.2016 08:00 - 23.07.2016 09:00","n/e","1326","n/e","1241"
"23.07.2016 09:00 - 23.07.2016 10:00","n/e","1726","n/e","626"
"23.07.2016 10:00 - 23.07.2016 11:00","n/e","1447","n/e","347"
"23.07.2016 11:00 - 23.07.2016 12:00","n/e","1399","n/e","299"
"23.07.2016 12:00 - 23.07.2016 13:00","n/e","1140","n/e","40"
"23.07.2016 13:00 - 23.07.2016 14:00","n/e","1308","n/e","251"
"23.07.2016 14:00 - 23.07.2016 15:00","n/e","1472","n/e","522"
"23.07.2016 15:00 - 23.07.2016 16:00","n/e","1525","n/e","806"
"23.07.2016 16:00 - 23.07.2016 17:00","n/e","1914","n/e","985"
"23.07.2016 17:00 - 23.07.2016 18:00","n/e","1427","n/e","352"
"23.07.2016 18:00 - 23.07.2016 19:00","n/e","1860","n/e","1335"
"23.07.2016 19:00 - 23.07.2016 20:00","n/e","1121","n/e","1224"
"23.07.2016 20:00 - 23.07.2016 21:00","n/e","1122","n/e","835"
"23.07.2016 21:00 - 23.07.2016 22:00","n/e","1107","n/e","1055"
"23.07.2016 22:00 - 23.07.2016 23:00","n/e","1130","n/e","30"
"23.07.2016 23:00 - 24.07.2016 00:00","n/e","1100","n/e","0"
"24.07.2016 00:00 - 24.07.2016 01:00","n/e","1126","n/e","26"
"24.07.2016 01:00 - 24.07.2016 02:00","n/e","1200","n/e","573"
"24.07.2016 02:00 - 24.07.2016 03:00","n/e","1044","n/e","665"
"24.07.2016 03:00 - 24.07.2016 04:00","n/e","853","n/e","1440"
"24.07.2016 04:00 - 24.07.2016 05:00","n/e","677","n/e","1330"
"24.07.2016 05:00 - 24.07.2016 06:00","n/e","635","n/e","1330"
"24.07.2016 06:00 - 24.07.2016 07:00","n/e","671","n/e","1214"
"24.07.2016 07:00 - 24.07.2016 08:00","n/e","905","n/e","1189"
"24.07.2016 08:00 - 24.07.2016 09:00","n/e","1074","n/e","1133"
"24.07.2016 09:00 - 24.07.2016 10:00","n/e","1238","n/e","737"
"24.07.2016 10:00 - 24.07.2016 11:00","n/e","1344","n/e","244"
"24.07.2016 11:00 - 24.07.2016 12:00","n/e","1291","n/e","191"
"24.07.2016 12:00 - 24.07.2016 13:00","n/e","1294","n/e","194"
"24.07.2016 13:00 - 24.07.2016 14:00","n/e","2190","n/e","1101"
"24.07.2016 14:00 - 24.07.2016 15:00","n/e","1845","n/e","745"
"24.07.2016 15:00 - 24.07.2016 16:00","n/e","2071","n/e","1013"
"24.07.2016 16:00 - 24.07.2016 17:00","n/e","1748","n/e","1231"
"24.07.2016 17:00 - 24.07.2016 18:00","n/e","1694","n/e","1356"
"24.07.2016 18:00 - 24.07.2016 19:00","n/e","1430","n/e","1173"
"24.07.2016 19:00 - 24.07.2016 20:00","n/e","1767","n/e","1335"
"24.07.2016 20:00 - 24.07.2016 21:00","n/e","1501","n/e","1009"
"24.07.2016 21:00 - 24.07.2016 22:00","n/e","2071","n/e","1003"
"24.07.2016 22:00 - 24.07.2016 23:00","n/e","1106","n/e","6"
"24.07.2016 23:00 - 25.07.2016 00:00","n/e","1100","n/e","0"
"25.07.2016 00:00 - 25.07.2016 01:00","n/e","1156","n/e","56"
"25.07.2016 01:00 - 25.07.2016 02:00","n/e","926","n/e","214"
"25.07.2016 02:00 - 25.07.2016 03:00","n/e","1089","n/e","208"
"25.07.2016 03:00 - 25.07.2016 04:00","n/e","365","n/e","445"
"25.07.2016 04:00 - 25.07.2016 05:00","n/e","566","n/e","454"
"25.07.2016 05:00 - 25.07.2016 06:00","n/e","909","n/e","324"
"25.07.2016 06:00 - 25.07.2016 07:00","n/e","605","n/e","465"
"25.07.2016 07:00 - 25.07.2016 08:00","n/e","1100","n/e","0"
"25.07.2016 08:00 - 25.07.2016 09:00","n/e","1100","n/e","0"
"25.07.2016 09:00 - 25.07.2016 10:00","n/e","1100","n/e","0"
"25.07.2016 10:00 - 25.07.2016 11:00","n/e","1100","n/e","0"
"25.07.2016 11:00 - 25.07.2016 12:00","n/e","1100","n/e","0"
"25.07.2016 12:00 - 25.07.2016 13:00","n/e","1100","n/e","0"
"25.07.2016 13:00 - 25.07.2016 14:00","n/e","1100","n/e","0"
"25.07.2016 14:00 - 25.07.2016 15:00","n/e","1100","n/e","0"
"25.07.2016 15:00 - 25.07.2016 16:00","n/e","1100","n/e","0"
"25.07.2016 16:00 - 25.07.2016 17:00","n/e","1323","n/e","223"
"25.07.2016 17:00 - 25.07.2016 18:00","n/e","1161","n/e","61"
"25.07.2016 18:00 - 25.07.2016 19:00","n/e","1195","n/e","231"
"25.07.2016 19:00 - 25.07.2016 20:00","n/e","1100","n/e","0"
"25.07.2016 20:00 - 25.07.2016 21:00","n/e","1150","n/e","65"
"25.07.2016 21:00 - 25.07.2016 22:00","n/e","1158","n/e","58"
"25.07.2016 22:00 - 25.07.2016 23:00","n/e","1139","n/e","39"
"25.07.2016 23:00 - 26.07.2016 00:00","n/e","1100","n/e","0"
"26.07.2016 00:00 - 26.07.2016 01:00","n/e","941","n/e","725"
"26.07.2016 01:00 - 26.07.2016 02:00","n/e","641","n/e","491"
"26.07.2016 02:00 - 26.07.2016 03:00","n/e","251","n/e","469"
"26.07.2016 03:00 - 26.07.2016 04:00","n/e","199","n/e","469"
"26.07.2016 04:00 - 26.07.2016 05:00","n/e","265","n/e","457"
"26.07.2016 05:00 - 26.07.2016 06:00","n/e","239","n/e","457"
"26.07.2016 06:00 - 26.07.2016 07:00","n/e","413","n/e","235"
"26.07.2016 07:00 - 26.07.2016 08:00","n/e","908","n/e","399"
"26.07.2016 08:00 - 26.07.2016 09:00","n/e","1232","n/e","213"
"26.07.2016 09:00 - 26.07.2016 10:00","n/e","1100","n/e","0"
"26.07.2016 10:00 - 26.07.2016 11:00","n/e","1100","n/e","0"
"26.07.2016 11:00 - 26.07.2016 12:00","n/e","1100","n/e","0"
"26.07.2016 12:00 - 26.07.2016 13:00","n/e","1100","n/e","0"
"26.07.2016 13:00 - 26.07.2016 14:00","n/e","1100","n/e","0"
"26.07.2016 14:00 - 26.07.2016 15:00","n/e","1100","n/e","0"
"26.07.2016 15:00 - 26.07.2016 16:00","n/e","1100","n/e","0"
"26.07.2016 16:00 - 26.07.2016 17:00","n/e","1100","n/e","0"
"26.07.2016 17:00 - 26.07.2016 18:00","n/e","1158","n/e","58"
"26.07.2016 18:00 - 26.07.2016 19:00","n/e","1158","n/e","58"
"26.07.2016 19:00 - 26.07.2016 20:00","n/e","1158","n/e","58"
"26.07.2016 20:00 - 26.07.2016 21:00","n/e","1158","n/e","58"
"26.07.2016 21:00 - 26.07.2016 22:00","n/e","1158","n/e","60"
"26.07.2016 22:00 - 26.07.2016 23:00","n/e","1158","n/e","79"
"26.07.2016 23:00 - 27.07.2016 00:00","n/e","1101","n/e","8"
"27.07.2016 00:00 - 27.07.2016 01:00","n/e","996","n/e","488"
"27.07.2016 01:00 - 27.07.2016 02:00","n/e","889","n/e","342"
"27.07.2016 02:00 - 27.07.2016 03:00","n/e","1375","n/e","1533"
"27.07.2016 03:00 - 27.07.2016 04:00","n/e","1275","n/e","1551"
"27.07.2016 04:00 - 27.07.2016 05:00","n/e","1339","n/e","1391"
"27.07.2016 05:00 - 27.07.2016 06:00","n/e","1174","n/e","1544"
"27.07.2016 06:00 - 27.07.2016 07:00","n/e","808","n/e","1451"
"27.07.2016 07:00 - 27.07.2016 08:00","n/e","1628","n/e","872"
"27.07.2016 08:00 - 27.07.2016 09:00","n/e","1171","n/e","76"
"27.07.2016 09:00 - 27.07.2016 10:00","n/e","3260","n/e","2160"
"27.07.2016 10:00 - 27.07.2016 11:00","n/e","3260","n/e","2160"
"27.07.2016 11:00 - 27.07.2016 12:00","n/e","3932","n/e","2832"
"27.07.2016 12:00 - 27.07.2016 13:00","n/e","3287","n/e","2187"
"27.07.2016 13:00 - 27.07.2016 14:00","n/e","4672","n/e","3572"
"27.07.2016 14:00 - 27.07.2016 15:00","n/e","4129","n/e","3029"
"27.07.2016 15:00 - 27.07.2016 16:00","n/e","1265","n/e","165"
"27.07.2016 16:00 - 27.07.2016 17:00","n/e","1297","n/e","197"
"27.07.2016 17:00 - 27.07.2016 18:00","n/e","1455","n/e","356"
"27.07.2016 18:00 - 27.07.2016 19:00","n/e","4612","n/e","3512"
"27.07.2016 19:00 - 27.07.2016 20:00","n/e","4647","n/e","3587"
"27.07.2016 20:00 - 27.07.2016 21:00","n/e","4612","n/e","3512"
"27.07.2016 21:00 - 27.07.2016 22:00","n/e","2099","n/e","999"
"27.07.2016 22:00 - 27.07.2016 23:00","n/e","4622","n/e","3522"
"27.07.2016 23:00 - 28.07.2016 00:00","n/e","3989","n/e","2889"
"28.07.2016 00:00 - 28.07.2016 01:00","n/e","1052","n/e","308"
"28.07.2016 01:00 - 28.07.2016 02:00","n/e","511","n/e","297"
"28.07.2016 02:00 - 28.07.2016 03:00","n/e","244","n/e","280"
"28.07.2016 03:00 - 28.07.2016 04:00","n/e","274","n/e","1942"
"28.07.2016 04:00 - 28.07.2016 05:00","n/e","299","n/e","2173"
"28.07.2016 05:00 - 28.07.2016 06:00","n/e","252","n/e","1454"
"28.07.2016 06:00 - 28.07.2016 07:00","n/e","666","n/e","1801"
"28.07.2016 07:00 - 28.07.2016 08:00","n/e","926","n/e","311"
"28.07.2016 08:00 - 28.07.2016 09:00","n/e","944","n/e","293"
"28.07.2016 09:00 - 28.07.2016 10:00","n/e","1158","n/e","121"
"28.07.2016 10:00 - 28.07.2016 11:00","n/e","1120","n/e","217"
"28.07.2016 11:00 - 28.07.2016 12:00","n/e","1183","n/e","83"
"28.07.2016 12:00 - 28.07.2016 13:00","n/e","1141","n/e","208"
"28.07.2016 13:00 - 28.07.2016 14:00","n/e","1136","n/e","148"
"28.07.2016 14:00 - 28.07.2016 15:00","n/e","1175","n/e","155"
"28.07.2016 15:00 - 28.07.2016 16:00","n/e","1558","n/e","825"
"28.07.2016 16:00 - 28.07.2016 17:00","n/e","1199","n/e","527"
"28.07.2016 17:00 - 28.07.2016 18:00","n/e","1067","n/e","674"
"28.07.2016 18:00 - 28.07.2016 19:00","n/e","1093","n/e","591"
"28.07.2016 19:00 - 28.07.2016 20:00","n/e","1075","n/e","444"
"28.07.2016 20:00 - 28.07.2016 21:00","n/e","1075","n/e","570"
"28.07.2016 21:00 - 28.07.2016 22:00","n/e","1099","n/e","658"
"28.07.2016 22:00 - 28.07.2016 23:00","n/e","1189","n/e","572"
"28.07.2016 23:00 - 29.07.2016 00:00","n/e","1170","n/e","123"
"29.07.2016 00:00 - 29.07.2016 01:00","n/e","927","n/e","790"
"29.07.2016 01:00 - 29.07.2016 02:00","n/e","397","n/e","661"
"29.07.2016 02:00 - 29.07.2016 03:00","n/e","187","n/e","607"
"29.07.2016 03:00 - 29.07.2016 04:00","n/e","198","n/e","1827"
"29.07.2016 04:00 - 29.07.2016 05:00","n/e","227","n/e","1651"
"29.07.2016 05:00 - 29.07.2016 06:00","n/e","241","n/e","1587"
"29.07.2016 06:00 - 29.07.2016 07:00","n/e","287","n/e","602"
"29.07.2016 07:00 - 29.07.2016 08:00","n/e","1037","n/e","120"
"29.07.2016 08:00 - 29.07.2016 09:00","n/e","1228","n/e","128"
"29.07.2016 09:00 - 29.07.2016 10:00","n/e","1100","n/e","0"
"29.07.2016 10:00 - 29.07.2016 11:00","n/e","1100","n/e","0"
"29.07.2016 11:00 - 29.07.2016 12:00","n/e","1100","n/e","0"
"29.07.2016 12:00 - 29.07.2016 13:00","n/e","1121","n/e","21"
"29.07.2016 13:00 - 29.07.2016 14:00","n/e","1167","n/e","67"
"29.07.2016 14:00 - 29.07.2016 15:00","n/e","1407","n/e","307"
"29.07.2016 15:00 - 29.07.2016 16:00","n/e","1309","n/e","209"
"29.07.2016 16:00 - 29.07.2016 17:00","n/e","1170","n/e","70"
"29.07.2016 17:00 - 29.07.2016 18:00","n/e","1178","n/e","93"
"29.07.2016 18:00 - 29.07.2016 19:00","n/e","1178","n/e","99"
"29.07.2016 19:00 - 29.07.2016 20:00","n/e","1158","n/e","65"
"29.07.2016 20:00 - 29.07.2016 21:00","n/e","1604","n/e","643"
"29.07.2016 21:00 - 29.07.2016 22:00","n/e","1711","n/e","611"
"29.07.2016 22:00 - 29.07.2016 23:00","n/e","1103","n/e","3"
"29.07.2016 23:00 - 30.07.2016 00:00","n/e","1103","n/e","3"
"30.07.2016 00:00 - 30.07.2016 01:00","n/e","1222","n/e","123"
